case_id,thrust_scale,propellant_scale,drag_scale,density_scale,wind_x_mps,initial_x_m,initial_vx_mps,initial_vz_mps,initial_theta_deg,success,final_time_s,final_altitude_m,landing_x_m,target_x_m,landing_x_error_m,touchdown_vx_mps,touchdown_vz_mps,touchdown_speed_mps,propellant_used_kg,propellant_remaining_kg,max_abs_tilt_deg,max_abs_gimbal_deg,max_abs_commanded_gimbal_deg,max_abs_throttle_tracking_error,navigation_rejection_count,rms_x_estimation_error_m,rms_z_estimation_error_m,rms_vx_estimation_error_mps,rms_vz_estimation_error_mps,rms_theta_estimation_error_deg,ekf_mean_nees,ekf_p95_nees,ekf_x_3sigma_coverage,ekf_z_3sigma_coverage,ekf_vx_3sigma_coverage,ekf_vz_3sigma_coverage,ekf_theta_3sigma_coverage,ekf_bax_3sigma_coverage,ekf_baz_3sigma_coverage,ekf_bg_3sigma_coverage,ekf_rejected_updates,ekf_gps_accepted_updates,ekf_gps_rejected_updates,ekf_mean_gps_nis,ekf_mean_gps_normalized_nis,ekf_radar_accepted_updates,ekf_radar_rejected_updates,ekf_mean_radar_nis,ekf_mean_radar_normalized_nis,ekf_attitude_accepted_updates,ekf_attitude_rejected_updates,ekf_mean_attitude_nis,ekf_mean_attitude_normalized_nis,failure_mode,guidance_mode,navigation_mode,actuator_mode
104,0.9957992403715621,1.022911968884175,1.0934656342563855,0.9841560586058671,12.099782813036612,25.300032638208,-3.402198430685984,-60.51273151810831,1.592735835784823,True,45.43999999999939,0.0,-0.4600998741796756,0.0,-0.4600998741796756,0.32668377978739893,-0.713865337996156,0.7850643367065835,4185.050560583379,2975.3332216058443,1.6003395116916443,0.5781663973302562,0.8740761960011115,0.6586463126380342,5,0.15018024541040914,0.09794974924912378,0.0502111741176246,0.039734714680961666,0.033141628278445336,5.646255955699024,10.376639527929312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,227,0,4.076364748859193,1.0190911872147983,454,1,0.9468020495460411,0.9468020495460411,564,4,0.9955528999756638,0.9955528999756638,success,corridor,ekf,flight_like
105,1.0092606888658826,0.9772934117976263,1.193261229907147,0.9482642734658506,10.04316751010552,13.579374365816626,-4.996132765657851,-56.360506011184015,0.5152551960824125,True,43.83999999999942,0.0,-0.932203719705889,0.0,-0.932203719705889,0.34076084941402623,-0.8428938994227293,0.9091688963979261,3982.701206698668,2858.3526758847147,5.077623855062687,3.08113308018566,3.6895522874368294,0.6968759560335198,2,0.18668899357881463,0.10209400167257163,0.04392311801906923,0.04229606377186883,0.03716019913701499,5.781698454647885,12.784675526752958,1.0,0.9927140255009107,1.0,1.0,0.9981785063752276,1.0,1.0,1.0,2,219,0,3.9926770328834,0.99816925822085,439,0,0.9667677462723523,0.9667677462723523,546,2,1.0127675216349992,1.0127675216349992,success,corridor,ekf,flight_like
106,0.981997437291395,0.9978611927790719,1.1228364457520583,0.8843095666708122,-6.063076525398664,36.051812490782204,-2.5628992342883663,-57.89841578827725,0.5921560740447813,False,46.23999999999937,0.0,-3.9703893932315237,0.0,-3.9703893932315237,0.031857502277488216,-0.7470224655489064,0.7477014541152954,4198.130994656676,2786.897354796827,3.5491655158246,2.0210796849839623,3.724349161897099,0.666498915538396,2,0.12864979137157156,0.08459364922971017,0.05196881157750661,0.05384981940445831,0.0339966652715621,6.222097378352333,10.906233152862395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,231,0,3.957224333830795,0.9893060834576988,461,2,1.0695197471572704,1.0695197471572704,578,0,0.9203415758553659,0.9203415758553659,pad_miss,corridor,ekf,flight_like
107,0.9871704717985874,1.0245415479129263,1.0691090299311867,1.0524532400479083,-4.289447044241452,17.00753049256909,-0.6173782087934938,-58.27939004532823,-0.06304541849695224,True,47.03999999999935,0.0,-0.6111980649853999,0.0,-0.6111980649853999,0.14277292739207123,-0.7544680482433604,0.7678581539687179,4289.044502825924,2882.746332564562,1.2302668825542493,0.6891800886602446,1.2346419424106705,0.6547662334456148,3,0.15856944826886946,0.06060268981107845,0.05575320272655498,0.04785834150855315,0.03173576516728554,5.671287773508535,11.112337227768155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,234,1,4.190182875538435,1.0475457188846087,471,0,0.9911132230609868,0.9911132230609868,586,2,1.0326435823108981,1.0326435823108981,success,corridor,ekf,flight_like
108,0.9995326072021369,1.0381150277161804,0.9653199119288495,1.1440669527702672,9.919550740827916,26.44970581591204,-2.4321734592049635,-57.151343942976894,0.864120754573459,True,45.75999999999938,0.0,-1.0776618772324942,0.0,-1.0776618772324942,0.047330334884935814,-0.7716410767829561,0.7730912701480208,4200.526656572933,3066.278537440332,0.864120754573459,0.9813475954912982,1.1922645536896272,0.736022299940766,4,0.13734716185903614,0.06377246946578449,0.04791199236245784,0.042134302926399955,0.03024300514864604,5.196548773141784,8.70777277622312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,228,0,3.946219507229868,0.986554876807467,455,3,0.972845598354411,0.972845598354411,571,1,0.9386874607767866,0.9386874607767866,success,corridor,ekf,flight_like
109,1.0091278786022313,0.9701589712199706,0.9204828127265702,1.090255256399792,1.7700801990669923,24.555606937832614,-3.4147647571270827,-61.19308321589236,0.3482154162292407,True,44.559999999999405,0.0,-0.6003648267241607,0.0,-0.6003648267241607,0.5047213241666529,-0.7973794598262611,0.9436936038891858,4065.86856455668,2725.244233983114,2.3627956699173183,0.7028801536735367,1.1623665262908478,0.6497912778533687,2,0.17554416672292805,0.08128774270712161,0.04573938867833797,0.04314415214727334,0.0380033702701314,6.053547166500482,11.765292646360754,1.0,1.0,1.0,1.0,0.9946236559139785,1.0,1.0,1.0,2,222,0,3.837391445738512,0.959347861434628,445,1,0.9287586731806224,0.9287586731806224,556,1,1.0475305537505277,1.0475305537505277,success,corridor,ekf,flight_like
110,1.0003446210233307,0.9717310085539714,1.124148320241296,1.124154142871534,1.9747742064762797,42.063923599790414,-2.361492084366798,-55.16695930720748,-0.06858337648635256,False,44.23999999999941,0.0,-4.743475579827063,0.0,-4.743475579827063,-0.21424583208701536,-0.6686019574019594,0.7020896338847263,3997.1463314519024,2804.9707284258984,4.37591007554486,3.3560233803394963,4.017305294401901,0.6936363568666211,3,0.2101067743451403,0.07468488580989222,0.0444702470607593,0.04881429225370063,0.03223759330475742,6.204204189004685,12.623515970614903,1.0,0.9909747292418772,1.0,1.0,1.0,1.0,1.0,1.0,3,221,0,3.7701792758165777,0.9425448189541444,442,1,0.9109146341430656,0.9109146341430656,551,2,0.9027708923564164,0.9027708923564164,pad_miss,corridor,ekf,flight_like
111,0.978912068253467,1.004765257398465,1.1525164889095227,1.003613644919791,11.634136521518684,10.362122573144514,-3.013689057851132,-58.78016317264134,1.1738039591707419,True,46.879999999999356,0.0,1.4801824627617282,0.0,1.4801824627617282,0.33035146490526696,-0.7273471631866826,0.7988529189786882,4256.485454104182,2776.8713476850717,3.16165129769422,1.4700910629039274,1.9983156545713054,0.7792227664524947,2,0.1395706097509974,0.08048148565213437,0.05300627611168362,0.04963427953960113,0.03864242930702617,5.569661160706957,11.567921762472873,1.0,1.0,1.0,1.0,0.9982964224872232,1.0,1.0,1.0,2,234,0,4.084471397033051,1.0211178492582627,467,2,1.0520824499533177,1.0520824499533177,586,0,0.9475208669874512,0.9475208669874512,success,corridor,ekf,flight_like
112,0.9795296604156114,1.0244184749967686,0.93376396430921,1.0723281565962108,9.842310029502215,7.856874100484147,-2.0460556781947616,-58.38692043078307,-0.024701160446723595,True,46.55999999999936,0.0,0.050329995540541406,0.0,0.050329995540541406,0.12731178386916372,-0.7482974821083088,0.7590503356442071,4255.5631817486865,2915.3661432286935,2.0046777021173474,1.2469386325536906,1.903729138016804,0.6666274795153598,2,0.15248903959205903,0.06895690657813011,0.05201902242181227,0.04350354250267093,0.02964680738388973,4.830643465691821,8.584672065292134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,231,1,3.8263722380102605,0.9565930595025651,466,0,0.9657667017315252,0.9657667017315252,581,1,0.8237509474826108,0.8237509474826108,success,corridor,ekf,flight_like
113,1.0230598347443722,0.9730662871520922,1.1778772975678913,0.9772930967817136,-13.246751875018887,21.03325932977285,-3.9467914184530546,-61.29551178643823,2.1756027001740974,True,43.43999999999943,0.0,-1.8368393078333418,0.0,-1.8368393078333418,0.5569290150262349,-0.8308229567658583,1.0002183327990222,3984.0504848327764,2827.41352523187,3.352383134256687,0.9931808206534866,1.4250980960133495,0.684181877269476,6,0.17673308651963837,0.06986213540047867,0.060847559571507316,0.052026263315914034,0.03159009929737966,5.718304389052333,10.127669948890183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,215,2,3.79900972710844,0.94975243177711,434,1,0.9878948645848801,0.9878948645848801,540,3,0.9432118485168651,0.9432118485168651,success,corridor,ekf,flight_like
114,0.9937254416285882,1.0192334145226345,1.0506873955551455,0.9793847016926914,17.33252926224195,18.891249878270916,0.124817842216566,-56.39489608026134,0.33635446686498954,True,45.35999999999939,0.0,0.14559144664430976,0.0,0.14559144664430976,-0.21017419022537984,-0.8196123214527447,0.8461309282339533,4143.346774565856,2991.287127092586,2.9288705268088084,1.9545922183342694,2.4252400190670143,0.6843804246785479,4,0.18510543409765942,0.0742524648279722,0.04995898581187646,0.04810905655709131,0.03236875963934921,5.979376998375027,11.626708140558975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,226,0,3.540550731796654,0.8851376829491635,452,2,1.1321256464882195,1.1321256464882195,565,2,0.9703913549240168,0.9703913549240168,success,corridor,ekf,flight_like
115,1.019846456534837,0.9825480026150154,1.1710693009755127,0.9065097904756243,14.044533341203906,16.959951621949262,-2.6985473083419067,-58.19547238109845,1.6939498891742235,True,45.039999999999395,0.0,1.6999818246456522,0.0,1.6999818246456522,0.29166980152997696,-0.7211759357128688,0.7779241629978259,4091.198096996355,2786.637921308753,2.4440195290217597,0.7626907801878802,0.9809845209740221,0.6619279322941582,6,0.14932217193479694,0.11522940351783252,0.04377335840164629,0.0476387228688173,0.035906821920194655,5.832893694279857,11.349049156509214,1.0,0.9929078014184397,1.0,1.0,1.0,1.0,1.0,1.0,6,225,0,3.910952645207203,0.9777381613018008,447,4,1.0707998072660683,1.0707998072660683,561,2,1.062529557707174,1.062529557707174,success,corridor,ekf,flight_like
116,1.0133504323741958,0.9708061231528654,1.0439767912054925,1.0553692786737587,-6.600135460571284,21.86098326879542,-3.5632689702746054,-63.218527683648695,2.278371060602525,True,43.599999999999426,0.0,-1.6772662148928987,0.0,-1.6772662148928987,0.2675699134493121,-0.8179178052911985,0.860571435033515,4009.14019621614,2786.5026658539173,2.5464027087911862,0.6647010904792755,0.9643409930647838,0.778797330413222,0,0.16141421973316053,0.05912479042357431,0.052192372098804875,0.05419792834394462,0.029753112192603088,5.512578523741374,10.609032010780785,1.0,1.0,1.0,1.0,0.9963369963369964,1.0,1.0,1.0,0,218,0,3.70982874935895,0.9274571873397375,437,0,0.9683046967687041,0.9683046967687041,545,0,0.8289385125549591,0.8289385125549591,success,corridor,ekf,flight_like
117,1.0250434737833414,0.9763182015796399,0.9764998749582671,1.0792834274263314,-5.218014100508064,25.305293820382005,-3.311807923888045,-62.44385867757325,0.8554283941971321,True,44.079999999999416,0.0,-1.8619223880028437,0.0,-1.8619223880028437,0.35692563429376867,-0.7128700745437263,0.7972324953211497,4046.521645353503,2787.705765703977,1.9894953364447643,0.5581136867191538,1.255755795118096,0.7209671576492659,0,0.14766674082532225,0.06501288315437428,0.05442629495745041,0.04266182856474698,0.029404581543407093,4.214232305864908,8.137000573342306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,220,0,3.7839278642572456,0.9459819660643114,441,0,0.9993884593779582,0.9993884593779582,551,0,0.9357951966446926,0.9357951966446926,success,corridor,ekf,flight_like
118,0.9832859832250856,0.970601483645381,1.1903620071416015,1.1364568942492395,-11.392624182698547,16.93435665785749,-2.055779830647892,-58.72319803634071,0.9622856141365698,True,45.59999999999938,0.0,-2.9771819355567426,0.0,-2.9771819355567426,0.26482495847548665,-0.6897541678966588,0.7388457692660596,4118.444189115649,2675.766196402019,1.6847339908267553,0.5218273246917847,0.8882939665958758,0.6508884144179072,4,0.14054237521409568,0.06739499094483016,0.04859288819533779,0.044728754132233955,0.039347748149970295,4.876946451455801,8.863566419674509,1.0,1.0,1.0,1.0,0.9964973730297724,1.0,1.0,1.0,4,228,0,3.5574868969088023,0.8893717242272006,455,2,1.033726852241044,1.033726852241044,568,2,1.0354681840086624,1.0354681840086624,success,corridor,ekf,flight_like
119,0.9982513412280586,0.9403293170181078,1.000851821782855,1.1144742030739343,12.945290920891281,16.41483332625808,-1.183179746264007,-60.67606394896414,0.013696460352420817,True,43.599999999999426,0.0,1.0204046273361818,0.0,1.0204046273361818,-0.0008053307780812964,-0.8201079676910116,0.8201083631008426,3953.7947019706044,2628.5105171561518,0.28452088751106314,0.43748817855870675,0.792490178533674,0.7717187483448849,1,0.1477663970944247,0.06406509070421888,0.05269387841649492,0.04532498252524424,0.027081850399838455,5.096742884516699,11.680036957132604,1.0,1.0,0.9908424908424909,1.0,1.0,1.0,1.0,1.0,1,218,0,3.6320760047065686,0.9080190011766421,436,1,1.0025507625389785,1.0025507625389785,545,0,0.9802643188578636,0.9802643188578636,success,corridor,ekf,flight_like
120,1.0062514443896189,0.9580317691947459,1.1830640249297013,1.129280911264926,-13.915125683275313,16.474909434119485,-2.561276695951797,-55.39264987446535,1.7684515957270843,True,44.23999999999941,0.0,-2.4795744525837002,0.0,-2.4795744525837002,0.35641203857454085,-0.7491572276119703,0.8296180403800978,3978.7026320565237,2727.5197523066963,2.514164873995597,1.4592515596927416,3.022085996412469,0.6980126955295569,3,0.13115630571331527,0.06877473912178368,0.04307471689661456,0.04782061648586966,0.03460394952757707,5.351912350597759,9.158363656734759,1.0,1.0,1.0,1.0,0.9981949458483754,1.0,1.0,1.0,3,219,2,3.896792698202178,0.9741981745505445,442,1,0.9729668228893057,0.9729668228893057,553,0,0.9219479013001254,0.9219479013001254,success,corridor,ekf,flight_like
121,0.9734554144723407,0.9928169116131422,1.1486854214736837,1.1283068976150392,-0.8858336975747712,20.443130929008202,-1.8645411858786742,-58.03151762463147,0.2794700904343767,True,46.15999999999937,0.0,-0.38104808572673304,0.0,-0.38104808572673304,0.027366271901521015,-0.8015515539926916,0.8020185824193146,4181.722853993149,2767.995527298848,0.9534112902195946,0.6579852389205008,0.9125359167379322,0.715725622759908,2,0.1568744348899131,0.08366702833674969,0.04595341902048484,0.0530634753977967,0.0338245673926871,7.218531353781463,13.172131900539368,1.0,0.9965397923875432,1.0,1.0,0.9930795847750865,1.0,1.0,1.0,2,230,0,3.9113484132629424,0.9778371033157356,460,2,1.0562221153619915,1.0562221153619915,577,0,0.964558318020598,0.964558318020598,success,corridor,ekf,flight_like
122,0.9978702330396629,0.9763933669397619,0.9764037985881219,0.9049234183687804,-12.032814208175893,25.991781531285206,-3.9479898630735484,-64.12195018020212,1.14368160540353,True,45.039999999999395,0.0,0.07954771340235507,0.0,0.07954771340235507,0.2482496381261658,-0.8316447857800673,0.8679060620510415,4131.216033438715,2703.537535139618,2.8084886792722052,0.5558402583769698,0.903575575227974,0.8778245676289064,4,0.2500574040076265,0.07847837571033979,0.045565477896426156,0.051409084217899005,0.033189583691948764,7.473435825689229,12.388923429651214,0.9680851063829787,1.0,1.0,1.0,0.9929078014184397,1.0,1.0,1.0,4,225,0,3.776612058233368,0.944153014558342,450,1,0.9566784462219874,0.9566784462219874,560,3,0.9989670927845639,0.9989670927845639,success,corridor,ekf,flight_like
123,1.0026251729799456,0.9532781203710562,0.9248352576764006,1.0062634056348203,-8.385586176768914,11.71853177968103,-1.6653505597057285,-58.82389911562684,0.3906102189802161,True,44.47999999999941,0.0,-0.7878420643061733,0.0,-0.7878420643061733,0.09848447670491715,-0.8154706283501633,0.8213960907221628,4023.143341410865,2649.8035011865286,1.470405237977673,0.5235779511365736,1.1248487074880438,0.65123488068474,2,0.15466630413308313,0.06615903268250756,0.04538445112003754,0.040166841803288646,0.03546123444139431,4.548514131504011,8.762609117569736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,222,0,4.12996042809681,1.0324901070242025,445,0,0.9192529901277396,0.9192529901277396,554,2,0.9232729519431712,0.9232729519431712,success,corridor,ekf,flight_like
124,0.9989490233287752,1.0147632032562548,1.1368092650279646,1.149539339901256,15.370296073869802,24.102023224203975,-3.1564660891260115,-57.58077038737117,2.0380301064384514,True,46.479999999999364,0.0,2.565124127200128,0.0,2.565124127200128,0.23113030312767197,-0.7346103483784358,0.7701127066660933,4225.897846552016,2877.444576241767,2.0381139241394495,0.6377200036482115,0.8854079442740372,0.655984034777886,3,0.1316961804427597,0.06454646138789094,0.04195985733084385,0.05304221944065209,0.03441922204648834,6.885648014290398,13.56556499272368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,232,0,4.068632249027517,1.0171580622568792,465,0,0.9977755813202149,0.9977755813202149,578,3,0.9540142160448898,0.9540142160448898,success,corridor,ekf,flight_like
125,1.015590246267611,0.9846624590668819,1.176385506602286,0.9133454038586393,2.124642124482353,6.68543599703812,-2.745165355336716,-58.32173906321025,2.2666039731538135,True,44.079999999999416,0.0,-0.603873004647423,0.0,-0.603873004647423,0.08996562147158314,-0.7436333547555466,0.7490556583804415,4024.9761600528072,2867.661053415366,3.181328167772704,0.8389580074961819,1.2766101221472788,0.6326267891061917,1,0.18459956834653143,0.0801935710246111,0.0481660894977869,0.04428337482366369,0.033106556859529304,5.150618164103847,9.141796863424723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,220,0,3.7598175068553017,0.9399543767138254,441,0,1.1012536127702661,1.1012536127702661,550,1,0.8974792249509329,0.8974792249509329,success,corridor,ekf,flight_like
126,1.0233229914151514,0.9607060234280949,1.1111958179186912,0.9555519765726743,-13.619136973874461,0.37186575291319457,-1.3535671231149364,-55.48859458916138,1.8360211240002802,True,43.27999999999943,0.0,-2.2613126322629156,0.0,-2.2613126322629156,0.058655817348169444,-0.850012344668403,0.8520337381802776,3915.2643987989104,2809.6777651977536,1.9974393572373912,0.6595603105971828,0.9813542710520828,0.6366619133654333,1,0.14774367984625328,0.09218146672401677,0.04995390175791741,0.04740976882196415,0.03644780886047677,6.437481961721416,12.548723020094394,1.0,0.9981549815498155,1.0,1.0,1.0,1.0,1.0,1.0,1,216,0,4.1249415547740425,1.0312353886935106,432,1,0.9897655774084788,0.9897655774084788,541,0,0.875184559584968,0.875184559584968,success,corridor,ekf,flight_like
127,0.980920065324949,0.9965202033566414,0.9824624423855879,0.9471916805429629,14.020456632225837,21.094779505493168,-1.5904480291581846,-58.35798477073082,1.1581049601376616,True,46.07999999999937,0.0,0.6645378048196442,0.0,0.6645378048196442,0.036560171945903365,-0.8721980911929585,0.8729640063905009,4186.045521578377,2789.5959019181137,1.1581049601376616,1.277618501473814,1.764071300151307,0.6352265671429397,2,0.27423478510225746,0.08763456677196117,0.04792982518246476,0.04998666132947245,0.028616660931716276,6.787508976635696,11.695437776176703,0.9774696707105719,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,230,0,3.6589532827369053,0.9147383206842263,459,2,1.0160227686073182,1.0160227686073182,576,0,0.9790940843471981,0.9790940843471981,success,corridor,ekf,flight_like
128,1.0050902902760028,0.9458065028101597,1.170517065675341,0.8953566820725155,7.120780974797864,17.284002165479702,-4.872157724213064,-56.45387701197956,0.740007786079622,True,43.75999999999942,0.0,-0.4895947299473158,0.0,-0.4895947299473158,0.45678290516582254,-0.856176241807569,0.9704062960881188,3943.5079541206433,2677.1375655504744,4.870656665256906,2.993358155173952,3.59277667831854,0.6862728498176083,1,0.2101362911277836,0.08052059045911834,0.058576825361371425,0.04764024740229115,0.032460112342109826,5.672400554442807,10.984514663643921,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,218,0,3.8444878786538292,0.9611219696634573,437,1,1.032368478749189,1.032368478749189,547,0,0.9954170311300666,0.9954170311300666,success,corridor,ekf,flight_like
129,0.9934842425526793,0.9877679962502359,1.098711108910744,1.146389834685508,14.052932705203855,19.56666867626745,-3.8200518958584713,-62.102660724922956,1.3796368337614633,True,45.59999999999938,0.0,2.280426769745938,0.0,2.280426769745938,0.3169164231440038,-0.7197880827015538,0.7864673567654084,4164.77949950716,2749.596474244492,3.029109027431885,0.9354041995152625,1.3477079440077895,0.720546828178715,3,0.17687915810730642,0.06444919671459218,0.04567178779535943,0.05477060539042951,0.03294711519630813,5.406941556194812,11.986530102552045,0.957968476357268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,227,1,3.692835799054011,0.9232089497635028,456,1,0.8972962452645394,0.8972962452645394,569,1,0.9489637958907,0.9489637958907,success,corridor,ekf,flight_like
130,1.0046859408551252,1.0048014199774709,0.865465657951257,0.8813307287109426,-8.392969373297301,39.845669585837584,-2.1032458050323903,-55.17516420211523,2.2108298943545006,False,44.559999999999405,0.0,-5.764720685509393,0.0,-5.764720685509393,-0.4326143999151484,-0.772141928654235,0.8850753510294057,4065.280910036472,2968.3290298058237,4.412435161844557,4.705760276924999,5.4193436417907215,0.6736827490558173,4,0.1625370755197647,0.09767412339760555,0.05376886391807125,0.045058084931468005,0.03202105333830359,6.771651621495353,14.445466991791804,0.9516129032258065,0.9838709677419355,1.0,0.9982078853046595,1.0,1.0,1.0,1.0,4,222,0,3.706197348167125,0.9265493370417812,444,2,1.0800553637269978,1.0800553637269978,555,2,0.9971659889347677,0.9971659889347677,pad_miss,corridor,ekf,flight_like
131,1.0279036152538514,0.978306268416028,0.9083334512955437,0.9218569844211822,11.840009644733414,14.54710576889885,-3.6848473714081464,-56.789862363605444,0.9233877528719142,True,44.23999999999941,0.0,0.3708841413372303,0.0,0.3708841413372303,0.47998618604847226,-0.7172034163800707,0.8629991189245814,4021.2913965489824,2826.852482363214,3.732605785930337,2.5294800650982774,3.4272665915822245,0.6820797505104735,2,0.1900286089420512,0.06471177138928473,0.05003024891916247,0.039517963071907435,0.036348677503117315,5.470067016632418,10.136923438464446,1.0,1.0,1.0,1.0,0.9963898916967509,1.0,1.0,1.0,2,221,0,4.007242805712916,1.001810701428229,442,1,0.917330260741228,0.917330260741228,552,1,0.9794081392625951,0.9794081392625951,success,corridor,ekf,flight_like
132,1.021160725179881,1.022428929774623,1.1440486306426245,1.088619232059433,-9.956075054320443,16.547426130359828,-3.0701091683414305,-56.64745740650297,0.6765088589780207,True,44.079999999999416,0.0,-0.9541059383327812,0.0,-0.9541059383327812,0.4334794586366437,-0.7785735905160099,0.8911123817504216,4051.4795383785313,3105.5229700438285,3.0778857607146817,1.9825424488604013,3.0807724687934663,0.6715761023031294,4,0.16069407734799865,0.09194040539743804,0.054403879071798375,0.048868579775443156,0.03173276925376605,5.76931115407118,11.029653697545886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,220,0,3.761939742137603,0.9404849355344007,440,1,0.961798047340491,0.961798047340491,548,3,1.003958722880083,1.003958722880083,success,corridor,ekf,flight_like
133,1.0029975198349417,0.9810114108930789,1.0058067870440066,1.0004233244685121,-10.917779146631545,25.632909323791008,-1.1974622049505803,-57.70321693746862,0.3167678678934883,False,44.9599999999994,0.0,-3.581399433434428,0.0,-3.581399433434428,-0.08980394661487855,-0.7020553713516806,0.707775736565866,4081.7312722841816,2785.34860396737,2.548305868084074,1.3828140915461937,1.806841209109647,0.7080971669352587,5,0.12577625172631415,0.07145539455372713,0.04479381577478767,0.049742854175227814,0.03146461465546159,5.534567466078308,11.087962801484661,1.0,0.9946714031971581,1.0,1.0,1.0,1.0,1.0,1.0,5,224,0,3.9406766531964537,0.9851691632991134,448,2,0.9983399183562653,0.9983399183562653,559,3,0.8748022016679878,0.8748022016679878,pad_miss,corridor,ekf,flight_like
134,1.0110107284097078,1.0285875170536252,0.8976931528159016,0.9063194118029757,5.1234721923191096,10.620459106126347,1.4773023334271125,-55.16282555081549,1.3890950858811901,True,46.15999999999937,0.0,-1.6847967203083232,0.0,-1.6847967203083232,-0.14882506717820135,-0.6828204138326516,0.698850926998877,4211.054432907775,2989.0581864676024,3.6596326576570184,3.424763073710333,4.1981433459563755,0.6371127273544323,4,0.1207459182411912,0.09527246794966533,0.054038457794715854,0.04481840318015714,0.03752905377330209,6.502798979962413,12.646239059141388,1.0,1.0,1.0,1.0,0.9930795847750865,1.0,1.0,0.9896193771626297,4,230,0,3.9822814235392334,0.9955703558848084,460,2,1.1138615768766151,1.1138615768766151,575,2,0.906824991842714,0.906824991842714,success,corridor,ekf,flight_like
135,0.9870104275197582,1.0242327367099333,1.1207033985024146,0.9638110916682896,13.022650114541023,19.466231639186248,-2.013042341154497,-58.69541249407068,1.0787377283910806,True,46.479999999999364,0.0,-0.3119660175219669,0.0,-0.3119660175219669,0.04694665864511555,-0.7451270846236455,0.7466045546322861,4249.6445133756315,2919.9846435939,1.0790055773533909,0.6633107541956195,1.0286450989125764,0.7020722459378728,2,0.20474869607945703,0.09110081451442047,0.05293210636815693,0.0520855341517095,0.030341146649577714,6.76839029418957,13.719841446716728,0.9879725085910653,0.9948453608247423,1.0,0.9948453608247423,1.0,1.0,1.0,1.0,2,232,0,3.808339693510223,0.9520849233775558,463,2,1.0710871272762594,1.0710871272762594,581,0,0.961729971368997,0.961729971368997,success,corridor,ekf,flight_like
136,0.9902470678172064,1.0392873819800221,1.0302701751653145,0.9356257155775725,-11.010060307451827,22.66258256556748,-2.5624447001542348,-54.65508261049363,0.4221197746653677,True,47.27999999999935,0.0,-1.6049494595671945,0.0,-1.6049494595671945,0.17281938137959438,-0.7006983121000385,0.7216956859787016,4299.487593916547,2975.524079943607,1.980944059456218,0.8492290903799673,1.0340490350197131,0.6930028249075699,3,0.13761941593701724,0.07074348249887,0.05188191720968603,0.05228034097588514,0.03294248488758852,4.95202362955961,10.442616371057541,1.0,0.9983108108108109,1.0,1.0,1.0,1.0,1.0,1.0,3,235,1,3.918790047335693,0.9796975118339233,471,2,1.1178652975631866,1.1178652975631866,591,0,0.9373293908118134,0.9373293908118134,success,corridor,ekf,flight_like
137,1.014580831675197,0.9807658417182074,0.9172656991327205,0.971584991348778,7.2852862492089585,8.412263239021396,-4.229236587298924,-58.14434848149044,0.9873301893074841,True,44.7999999999994,0.0,0.04818089691764477,0.0,0.04818089691764477,0.4566033088679,-0.7478982595588733,0.8762638805293225,4075.576104148451,2789.7847878790017,4.787018499625395,2.6054922634917985,3.408078916734154,0.6736028948100727,3,0.24309126548968604,0.055645024355770005,0.05535895652740126,0.043713740467396456,0.033128985200140286,7.47404591859494,15.296173471608075,0.9376114081996435,1.0,1.0,0.9928698752228164,0.9928698752228164,1.0,1.0,1.0,3,223,1,3.9534935170157977,0.9883733792539494,448,1,1.0736149861502,1.0736149861502,559,1,1.0201998728063684,1.0201998728063684,success,corridor,ekf,flight_like
138,0.998786118267642,0.9523677661244888,1.1750731805823234,1.0524864524765236,10.510450816244582,26.836924972610582,-1.7348024530303854,-61.03992854729741,0.11203036597475269,True,44.31999999999941,0.0,0.5456459514476093,0.0,0.5456459514476093,-0.05530261319453149,-0.7478616978806039,0.7499036592676446,4022.002141232657,2644.5722216387658,1.4788044719283482,0.9906198576972242,1.435273854738112,0.6817516611319102,2,0.1466924166914744,0.09093947776226453,0.04781916751270842,0.0498900855326565,0.03118873958802704,5.412517809021377,10.145043317234304,1.0,0.990990990990991,1.0,1.0,1.0,1.0,1.0,1.0,2,220,1,4.10491129867429,1.0262278246685725,443,1,1.0508198583097277,1.0508198583097277,554,0,0.9853687078444084,0.9853687078444084,success,corridor,ekf,flight_like
