case_id,thrust_scale,propellant_scale,drag_scale,density_scale,wind_x_mps,initial_x_m,initial_vx_mps,initial_vz_mps,initial_theta_deg,success,final_time_s,final_altitude_m,landing_x_m,target_x_m,landing_x_error_m,touchdown_vx_mps,touchdown_vz_mps,touchdown_speed_mps,propellant_used_kg,propellant_remaining_kg,max_abs_tilt_deg,max_abs_gimbal_deg,max_abs_commanded_gimbal_deg,max_abs_throttle_tracking_error,navigation_rejection_count,rms_x_estimation_error_m,rms_z_estimation_error_m,rms_vx_estimation_error_mps,rms_vz_estimation_error_mps,rms_theta_estimation_error_deg,ekf_mean_nees,ekf_p95_nees,ekf_x_3sigma_coverage,ekf_z_3sigma_coverage,ekf_vx_3sigma_coverage,ekf_vz_3sigma_coverage,ekf_theta_3sigma_coverage,ekf_bax_3sigma_coverage,ekf_baz_3sigma_coverage,ekf_bg_3sigma_coverage,ekf_rejected_updates,ekf_gps_accepted_updates,ekf_gps_rejected_updates,ekf_mean_gps_nis,ekf_mean_gps_normalized_nis,ekf_radar_accepted_updates,ekf_radar_rejected_updates,ekf_mean_radar_nis,ekf_mean_radar_normalized_nis,ekf_attitude_accepted_updates,ekf_attitude_rejected_updates,ekf_mean_attitude_nis,ekf_mean_attitude_normalized_nis,failure_mode,guidance_mode,navigation_mode,actuator_mode
34,1.0169697148350152,1.0213403146218112,1.1197622333507684,0.9820965750717103,14.915529828157705,7.207605658150355,-2.4333292835451035,-55.23815148224572,1.6157496906521422,True,45.519999999999385,0.0,0.9263012809563562,0.0,0.9263012809563562,0.1214187886998373,-0.7535804181721559,0.7632993966340188,4148.4390709782565,3000.943131374421,2.601679696501133,1.6096910124317796,2.4989608034656676,0.670774276943479,2,0.18232428508924323,0.07540390384986212,0.03967131000763934,0.05544594392104286,0.02971284255753705,4.949568481161634,11.51162163006503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,227,0,3.9284829825584167,0.9821207456396042,455,1,1.0129694275842096,1.0129694275842096,568,1,0.9279947575001115,0.9279947575001115,success,corridor,ekf,flight_like
35,0.9718100240730251,0.9936110210416655,1.191218263262348,1.1390409919037303,-5.295589278069713,13.268148588548193,-3.5459869629772984,-62.05202859518404,0.853153117022728,True,46.879999999999356,0.0,-0.49453545465521576,0.0,-0.49453545465521576,0.21193908987923385,-0.6934898685944687,0.7251526567985609,4265.9566717198395,2689.320475571818,3.7507020354122265,1.1623191245922666,1.7217331125687154,0.7415959900789497,4,0.16137145542917647,0.0963370153314564,0.05690911343524947,0.04817582634279998,0.035186055096870505,6.674714219399331,13.385233558999879,1.0,0.9982964224872232,0.9982964224872232,1.0,1.0,1.0,1.0,1.0,4,234,0,3.7497483014602166,0.9374370753650542,467,2,1.0597890485532995,1.0597890485532995,584,2,0.9838917444664054,0.9838917444664054,success,corridor,ekf,flight_like
36,1.0149749792518599,0.984313128133479,1.088275941175487,1.1308536658440433,12.471656506260352,29.257147707041398,-1.83849956274819,-54.511620609805796,1.027133273839645,True,43.679999999999424,0.0,-0.34720135687871434,0.0,-0.34720135687871434,-0.206399870005333,-0.7331238476820705,0.761624239621076,3962.009776403891,2928.1821205304623,1.8097469315098231,2.751887193941288,4.425747493299361,0.6637895873192773,3,0.15659623225667593,0.09062471267837474,0.04955137189596687,0.04830378430468291,0.03723506486621639,6.535311023736232,11.996620455616657,1.0,0.9945155393053017,1.0,1.0,1.0,1.0,1.0,1.0,3,218,0,3.4810334321687395,0.8702583580421849,435,2,1.0786545503930653,1.0786545503930653,545,1,0.9582895553927158,0.9582895553927158,success,corridor,ekf,flight_like
37,0.9723043941704383,1.0103546778995003,1.1580399857611527,0.9184694405751191,11.533969151777256,-3.8773390212768213,-0.4953734947162691,-57.995148736747616,1.1857971324305674,True,46.15999999999937,0.0,2.088623385627787,0.0,2.088623385627787,0.03560200668205231,-0.852784443497226,0.8535272754579448,4204.231438886745,2868.2513064097584,1.189197581543573,0.5756232780531554,0.923345150325318,0.6898913700336868,3,0.19082188966996613,0.06149471327898262,0.04720741556960776,0.04107028445132855,0.029421031760019624,5.248232574984623,8.52908130764557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,230,0,3.8657993892716704,0.9664498473179176,460,2,1.0099343224143007,1.0099343224143007,576,1,0.8353309528083263,0.8353309528083263,success,corridor,ekf,flight_like
38,0.9908378813016598,0.966156546094658,1.0344406113821476,1.0574838552691983,-11.495584421258101,8.616744716886368,-2.303787281092252,-54.803497986216456,1.3766285951907307,True,44.7199999999994,0.0,-2.094565267126773,0.0,-2.094565267126773,-0.029251871735830385,-0.790820706529244,0.7913615241313303,4022.9434323407113,2740.152390321895,2.653359318478249,1.7069994939809288,3.2172027767225924,0.7112472107396142,2,0.17461357665877525,0.07720792420225711,0.03682426950164083,0.052826794843106636,0.031930398924901696,6.609652976063713,15.200114752058925,1.0,0.9785714285714285,1.0,0.9982142857142857,1.0,1.0,1.0,1.0,2,223,0,3.884162546542147,0.9710406366355367,447,1,0.9976652938061379,0.9976652938061379,558,1,0.8327908729211159,0.8327908729211159,success,corridor,ekf,flight_like
39,0.9789041527852151,0.9744115565321106,1.1687275293805948,0.9300941801836484,13.368828563086165,22.93054756752342,-2.2970298115880015,-59.38337486233224,1.5641201586420375,True,46.79999999999936,0.0,1.9051496147365092,0.0,1.9051496147365092,-0.00939092502427268,-0.7811879022401219,0.7812443459501859,4218.531731579129,2602.349164145646,1.5641201586420375,0.6893438197811877,1.1866941988713335,0.6393823555368545,1,0.17367112908988108,0.08113187280830922,0.044509594013242414,0.04588733255717292,0.031072597759130953,6.606420714476937,16.944894202271684,0.9795221843003413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,234,0,4.127065984484747,1.0317664961211868,468,1,0.9753890939654674,0.9753890939654674,585,0,0.9208208588062851,0.9208208588062851,success,corridor,ekf,flight_like
40,0.990181867670036,0.9422526287290106,1.175262312349682,0.9738574228649145,-6.368829312765648,21.84882195836518,-4.515651221808685,-58.884470598358554,1.0753872661804094,True,45.19999999999939,0.0,1.6239392465733742,0.0,1.6239392465733742,0.4915321489369635,-0.7097101718282728,0.8633031804847621,4062.338418431995,2533.4299826710776,4.559049745624389,1.713171616420542,2.8596312541365734,0.6620345278350519,7,0.13876457608784767,0.09078842982947025,0.05410348239804883,0.05405705415680129,0.03698809969120325,7.378302941766031,13.40548878915704,1.0,0.9964664310954063,1.0,0.9982332155477032,0.9982332155477032,1.0,1.0,1.0,7,225,1,3.843896278674765,0.9609740696686913,448,5,1.04445079901325,1.04445079901325,564,1,0.9656332104733076,0.9656332104733076,success,corridor,ekf,flight_like
41,1.0122184373776655,0.9459116929052932,0.9040452509410438,1.0355933984934578,-11.643267926091529,14.991166413668116,-3.181564232521902,-57.90070165284967,0.7993906241884964,True,42.95999999999944,0.0,-2.1764423914391484,0.0,-2.1764423914391484,0.20357057847125085,-0.49885806531616045,0.5387952762878515,3898.8197476732785,2722.5621026637746,3.2941523223366826,1.7723699911722253,3.221720257043539,0.7078389269674479,1,0.14944430884633597,0.08608481569443215,0.04670149431944897,0.041650357276373666,0.03352607770099783,4.686170129052607,9.785194011034442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,214,0,4.119242672093086,1.0298106680232715,429,1,1.0343705836470118,1.0343705836470118,537,0,0.8967410746866278,0.8967410746866278,success,corridor,ekf,flight_like
42,1.0044686042124338,0.9452970845655434,1.1408687484073683,1.1153585081988504,-1.1232852962067135,26.30728695019535,-1.0987079432910278,-55.85837535213623,-0.6644475088864893,True,43.43999999999943,0.0,-1.9742463987742167,0.0,-1.9742463987742167,-0.13091689679386478,-0.5652012321632318,0.5801652063894999,3913.2092765250964,2703.870315433709,2.19602960061397,2.07636799253353,3.881946895563877,0.6948601944397517,1,0.16339640415343057,0.06444435204049202,0.05135559335914483,0.04250040482720692,0.03417509948054276,5.2253195328625965,9.200966505101855,1.0,1.0,1.0,0.9981617647058824,0.9926470588235294,1.0,1.0,1.0,1,217,0,4.118149078699084,1.029537269674771,434,1,0.8806494766799654,0.8806494766799654,543,0,0.9736126546900561,0.9736126546900561,success,corridor,ekf,flight_like
43,1.0208498395410395,1.0113448050194236,0.9431732151136445,0.9252485370358778,-8.995190791693702,3.915417937673162,-0.95407721826095,-58.43237921614208,-0.14501470505896372,True,44.159999999999414,0.0,-1.1015060721086045,0.0,-1.1015060721086045,0.07597592497250588,-0.7873415899406673,0.7909988118990607,4063.836034088821,3015.577601047142,1.3185756397264028,0.803801553048458,1.3092569497330753,0.6743058386714454,2,0.13347884523609693,0.062654866771616,0.05605507714079676,0.0566423502834814,0.030486461066992758,4.666573517843723,9.026740423267608,1.0,1.0,1.0,0.9963833634719711,1.0,1.0,1.0,1.0,2,220,0,3.6630894252084416,0.9157723563021104,442,0,1.0455663137582416,1.0455663137582416,550,2,0.9510721246937538,0.9510721246937538,success,corridor,ekf,flight_like
44,1.0089368796887452,0.9762163950646613,1.026224952470703,1.0530897654616242,4.698213123765623,18.9633377485018,-2.370637484417499,-58.21932436803104,1.5184856862727143,True,45.039999999999395,0.0,-0.13850130809563427,0.0,-0.13850130809563427,0.22795447575214628,-0.6569067486907727,0.6953342501926091,4085.270101466216,2748.244663986414,1.5930606207253573,0.576108865907396,0.8953539283965634,0.6479067269490939,3,0.09920562633419137,0.08052399014642131,0.048221485338444635,0.05052396484284684,0.03154542724148058,5.690529375044528,11.86828282547049,1.0,0.99822695035461,1.0,1.0,1.0,1.0,1.0,1.0,3,225,0,3.7720958905218445,0.9430239726304611,449,2,0.9722604742389154,0.9722604742389154,562,1,0.9830445705277876,0.9830445705277876,success,corridor,ekf,flight_like
45,1.0206591343370195,0.9516746905564253,1.0107941147714017,0.9206697276179068,9.397672108977954,32.43134169919117,-0.5734896876910254,-59.636505724211574,-0.2768892323521109,True,43.91999999999942,0.0,-2.853567624267839,0.0,-2.853567624267839,-0.451260417836689,-0.7833343069474394,0.9040180314280066,3987.6975502751957,2674.0252836197833,3.9966366370389648,1.9101513421575402,2.8352460555254404,0.6485258155019706,2,0.19050259127059382,0.07627858101600556,0.046776480860970165,0.04097390251971886,0.03125733121568551,5.69787904853782,10.06329695783244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,219,0,3.907408198932854,0.9768520497332135,440,0,0.8563714643638074,0.8563714643638074,547,2,0.8727519165671744,0.8727519165671744,success,corridor,ekf,flight_like
46,0.9904066250126928,0.9404439194100691,1.0951649074763254,0.9618455812701493,13.79686648738798,19.792436620672465,-0.565032845318868,-55.92684115690889,0.2236212197808293,True,45.35999999999939,0.0,-0.8801436802868092,0.0,-0.8801436802868092,-0.03932830683896262,-0.8384521573359389,0.8393740142869027,4048.1326848169483,2534.9747510535344,1.7424833023493547,1.724704974093177,2.1989797091734324,0.6882002285201883,2,0.13738599355258183,0.08169071660126924,0.0555039723667401,0.05090051335027511,0.030812073298447255,6.2031526448381396,11.965634892200505,1.0,0.9947183098591549,0.9982394366197183,1.0,1.0,1.0,1.0,1.0,2,225,1,4.019195156301818,1.0047987890754544,454,0,0.9522786401167757,0.9522786401167757,566,1,0.8910525352023684,0.8910525352023684,success,corridor,ekf,flight_like
47,1.0187414906185133,0.9921457480870248,1.0371928176080516,0.8902794973014267,-4.547141401319003,15.29501334783659,-2.933962434786557,-56.27879423007506,1.0532864217866424,True,43.35999999999943,0.0,-0.5877065038762661,0.0,-0.5877065038762661,0.27383582261039785,-0.7355135496966012,0.7848351671096345,3966.7709634263847,2978.249273182788,2.834686364314533,1.6041958117976323,3.2091216549192847,0.6683827370631025,0,0.11664779267439424,0.05106516509568826,0.05320809701249268,0.0420943264736699,0.028032803749537642,3.8279671196882874,7.473798524513579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,216,0,3.507019528922154,0.8767548822305385,434,0,0.9130387433943672,0.9130387433943672,542,0,0.8803253194403178,0.8803253194403178,success,corridor,ekf,flight_like
48,0.980199071364875,0.9844320020495603,0.9520482477670091,0.8655348274293273,16.232042191563714,32.730782668010214,-2.7092801247635787,-57.08678640103375,-0.08223695774608474,True,46.399999999999366,0.0,-0.29566989038157315,0.0,-0.29566989038157315,0.048954437530077916,-0.7282664665248353,0.7299099829557446,4188.493182899132,2702.530831447788,1.8931313302513613,1.3583720033103228,2.2043428091230304,0.6303841046505698,0,0.1172103570369522,0.09299985692958006,0.043654241674678206,0.051508832456451166,0.02901953539503511,4.756181300765373,9.38660858737683,1.0,0.9982788296041308,1.0,0.9948364888123924,1.0,1.0,1.0,1.0,0,232,0,3.9238036503071614,0.9809509125767903,465,0,0.9048293945932476,0.9048293945932476,580,0,0.8580687421727747,0.8580687421727747,success,corridor,ekf,flight_like
49,0.9883344299962997,1.019909918808004,0.9387296408374379,0.882820580982032,10.694177432909107,12.099734250729615,-0.9408104407061215,-58.40592216727331,1.0298743990279422,True,45.83999999999938,0.0,0.9955224123366126,0.0,0.9955224123366126,0.03423989824487901,-0.7808378950466167,0.781588247719124,4199.058630732256,2940.310800923773,1.0298743990279422,0.5326357758045521,0.8825310766949009,0.6396396449743675,3,0.23342618376318822,0.10162652409646501,0.04247692546917065,0.04980239414036696,0.031193243770658047,5.936589872153277,11.796008862238711,0.9860627177700348,0.9616724738675958,1.0,1.0,1.0,1.0,1.0,1.0,3,229,0,3.936075010016869,0.9840187525042172,457,2,1.0979060301235466,1.0979060301235466,572,1,0.9855058923737431,0.9855058923737431,success,corridor,ekf,flight_like
50,1.0254708305563194,1.0228731527845891,0.9542248374607692,1.0047223987485845,1.2446501303862405,8.712245656228893,-0.7405334116303577,-57.64524087251984,0.7953236305776487,True,43.83999999999942,0.0,-1.4761874796933214,0.0,-1.4761874796933214,0.0799249952551379,-0.6623706693386844,0.6671753206367204,4047.14878456969,3112.9632849224326,0.7953236305776487,0.5502244989725107,0.9714798805015217,0.6544540238350737,2,0.12583872652334052,0.0576659403332722,0.05126418819279387,0.04679108556576207,0.03373430266321371,4.1831346813984585,8.500420328467214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,219,0,3.6429887470938227,0.9107471867734557,438,1,1.0050301838399365,1.0050301838399365,547,1,0.9859450122677478,0.9859450122677478,success,corridor,ekf,flight_like
51,0.9712389606968431,1.0215174725490561,1.172140367959244,1.0805157359896174,-11.816202317409754,15.799136679600636,-2.681820902669708,-57.20793703905056,1.0789879485298457,True,47.11999999999935,0.0,-1.4271672795823729,0.0,-1.4271672795823729,0.23929979738326704,-0.6646463210359175,0.7064128573959088,4281.197512049683,2869.4247957937114,2.7026850917135445,1.15103892270429,1.410200832494218,0.7419368535808424,6,0.08012737901097673,0.06388682311454599,0.04585331478452172,0.04318639710963687,0.03595401992448179,4.026806964391483,7.7708001862618765,1.0,1.0,1.0,1.0,0.9949152542372881,1.0,1.0,1.0,6,235,0,3.8123580710228446,0.9530895177557112,469,3,1.0149590375092772,1.0149590375092772,586,3,1.0066512199761362,1.0066512199761362,success,corridor,ekf,flight_like
52,0.9984903196961439,0.9492153357111444,0.9678677883952209,1.1281628131295915,7.140116677823947,19.993160177034884,-1.2377673147359645,-57.217648659617,-0.18151830688076223,True,43.43999999999943,0.0,0.533706142259722,0.0,0.533706142259722,0.017117496115512377,-0.6219942871659631,0.6222297822672579,3929.0725629022854,2715.4347870757265,0.6633915741995775,0.583812671965967,0.9942363477954475,0.6534703353345548,3,0.18050542133406122,0.06927208757274715,0.051306080225086224,0.05358254707063382,0.03418835459593759,6.209440125743615,11.398891632433003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,216,1,3.9415326145969423,0.9853831536492356,435,0,0.9037010792685143,0.9037010792685143,541,2,1.0846604257931889,1.0846604257931889,success,corridor,ekf,flight_like
53,1.0139633811277833,1.0294599330399157,0.888038574320832,0.9366964810608712,-12.999187247793504,13.454740572216163,-0.6071974893141039,-56.3262561089934,1.9722145699892968,True,45.35999999999939,0.0,-1.6994633343124737,0.0,-1.6994633343124737,-0.08927589237755472,-0.7433344956871263,0.7486764036873629,4158.836509327386,3047.383021952024,1.9722145699892968,1.0808310468269215,1.4359912236914298,0.6961815415752839,6,0.15087952523674297,0.07629192791808324,0.05020157566077646,0.04779133345324257,0.03392147216549171,4.808325032641091,10.236669764955954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,226,0,3.7943940856734764,0.9485985214183691,451,3,0.9832797312791876,0.9832797312791876,564,3,0.9753368671616017,0.9753368671616017,success,corridor,ekf,flight_like
54,1.0176137562256926,0.9664813507399203,1.1929379270323357,1.127438947690274,1.9314719201942587,15.413816543447796,-3.635620875083543,-58.56000951738593,0.5404980731662075,True,44.8799999999994,0.0,-0.6083303608919709,0.0,-0.6083303608919709,0.3172744972278902,-0.7469116618590509,0.8115048596356399,4060.902883007493,2704.4665721719466,3.600643916893442,1.7110106245992303,2.2118143257059684,0.65547673054928,2,0.1294661580349929,0.07203037610583227,0.049093492353366464,0.05018011043468275,0.03266359105161032,4.847732713689599,8.900413899668415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,224,0,4.469548005216483,1.1173870013041207,448,1,1.0876506817187566,1.0876506817187566,560,1,0.9531712459118897,0.9531712459118897,success,corridor,ekf,flight_like
55,0.9830867071482582,1.0023276171414128,0.9498552549383841,1.0926393477003415,0.5640350664247578,27.791415978486008,-1.72058431021741,-62.087151908065145,1.3245073827112772,True,47.03999999999935,0.0,-2.5756192994015534,0.0,-2.5756192994015534,0.012487764606360688,-0.6853006089434338,0.6854143774995569,4293.199368063917,2723.0939519259737,2.2211698325337283,1.2359576141366089,1.837218963439242,0.7373220182771083,1,0.1320659979609236,0.05168914599937878,0.04140792285138341,0.04294424592177673,0.030701931622536635,4.603866843354807,8.881126283150103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,235,0,3.834631623238816,0.958657905809704,470,1,0.9025962553220017,0.9025962553220017,588,0,0.9345085179923605,0.9345085179923605,success,corridor,ekf,flight_like
56,1.0149218844285766,0.979078290725317,1.0816727935516999,0.9560930893365656,5.667624300289731,15.983927116488562,-2.8755375865409833,-56.876050131787,1.0493437138313548,True,44.159999999999414,0.0,-0.24251105137864315,0.0,-0.24251105137864315,0.3803505541297383,-0.8227843765487071,0.9064439719692793,4013.2087949949637,2840.339240082256,2.400338129149297,1.6279684777028136,2.8509536487152305,0.6708575652223969,3,0.14701001607851052,0.0596101058868404,0.05636743919146638,0.04507945309032566,0.03172786776367033,3.922799663042135,10.767505045125882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,220,0,3.972228310354394,0.9930570775885985,441,1,1.104945104790849,1.104945104790849,550,2,1.0406823728088055,1.0406823728088055,success,corridor,ekf,flight_like
57,1.0175416586831065,1.0031999110016918,1.145789885755308,0.8709646449783384,16.03535749861495,35.24749176251487,-1.678465666891731,-60.205699500951454,0.17434603786290667,True,44.31999999999941,0.0,-1.8487470381546216,0.0,-1.8487470381546216,-0.3803053626680198,-0.7634051649349987,0.8528889814761864,4077.7863910675696,2944.6129859442735,3.312505686728474,1.7712572437346372,2.193083671281656,0.6655405362821747,3,0.17292198154821387,0.07343411974907715,0.04774591264684191,0.060572076051001233,0.03086773699391127,5.4884415901705506,11.278308832463207,1.0,0.9963963963963964,1.0,0.9963963963963964,1.0,1.0,1.0,1.0,3,221,0,3.9214444868052754,0.9803611217013188,443,1,1.128860546132891,1.128860546132891,552,2,0.9643026272212368,0.9643026272212368,success,corridor,ekf,flight_like
58,0.9707213651290045,0.9401683405846808,1.1357020136162825,0.8573459955335578,-9.25637351394306,24.82020650611245,-2.463715319460667,-65.29199231772196,1.2143809197804385,True,45.999999999999375,0.0,-1.4416898674512937,0.0,-1.4416898674512937,-0.07538036318033442,-0.6764375950243514,0.6806247270820592,4166.663865332019,2414.5145187607486,1.2143809197804385,0.7896255042932024,1.028543242391343,0.9759882289664576,1,0.21294266212383867,0.0928205070344221,0.0549940208400371,0.05143957375638775,0.03301783550962328,5.93822010498109,11.976388481877924,0.9913194444444444,0.9930555555555556,1.0,1.0,1.0,1.0,1.0,1.0,1,230,0,3.986141304028675,0.9965353260071688,460,1,0.9716357827394995,0.9716357827394995,575,0,0.9085809642886408,0.9085809642886408,success,corridor,ekf,flight_like
59,0.9813553522619297,0.9807023272615139,0.957465201162368,0.9808741837602237,12.268949500570812,11.928570362587642,-2.3188945826206067,-56.70298655703537,0.5438910847584245,True,46.31999999999937,0.0,0.6289571311397554,0.0,0.6289571311397554,0.3032189462411896,-0.6554556617000311,0.722193778576251,4174.789996326912,2690.1262945036833,2.090996914095871,1.3008405807023187,1.6592307612594102,0.7774978112456215,1,0.16293480271504499,0.08078254054907326,0.05113685210001681,0.0435057560798584,0.032171177935645154,4.890382112994379,9.39587241784228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,231,0,3.722377678873091,0.9305944197182727,463,1,1.0068189577108382,1.0068189577108382,579,0,0.9300411270225095,0.9300411270225095,success,corridor,ekf,flight_like
60,1.005911911310773,1.0346850788172375,0.9359792657206858,0.9246979130551414,-2.1575498482241784,13.013451698114475,-1.9332042287820341,-57.614874230180114,1.1518020873731347,True,45.27999999999939,0.0,-0.8076210907185378,0.0,-0.8076210907185378,0.19045046828039033,-0.7606497136402811,0.7841296880805251,4168.995143113185,3073.800408607476,1.7097354791625814,0.6959751705488268,0.9663854942412003,0.661247160982191,3,0.16022440711408234,0.06676505828144128,0.04840174583471423,0.04702377476834401,0.029624764397293838,5.603234974970156,10.8238591595627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,225,1,3.712639091537272,0.928159772884318,452,1,0.9591050889801297,0.9591050889801297,565,1,1.0273069802263597,1.0273069802263597,success,corridor,ekf,flight_like
61,0.99861446736966,0.996457766329059,1.0431525707178566,0.8684241476858007,-9.230487745721785,20.631966107892623,-0.8076483733563009,-57.90195217659647,-0.5800029467813249,True,46.31999999999937,0.0,-2.8727181597330027,0.0,-2.8727181597330027,0.15799206088346077,-0.694861805104869,0.7125969544530766,4202.995414049896,2772.2089502535164,1.550277615750225,0.550769671660735,0.9527655364238538,0.6361244776856495,2,0.09552810052882434,0.08789665228653114,0.04212869056455926,0.0441748048985974,0.03239917523886241,5.4259123617949685,11.768904545665439,1.0,0.9913793103448276,1.0,1.0,1.0,1.0,1.0,1.0,2,231,0,3.755257428078874,0.9388143570197185,464,0,0.9500512457815509,0.9500512457815509,577,2,1.0015865710998966,1.0015865710998966,success,corridor,ekf,flight_like
62,1.0212240223555413,1.0111970454343433,1.0468952730321464,0.9412249071535779,4.644540734637637,18.03657424199697,-2.335617951427276,-57.510342820104796,1.4054460052268873,True,42.639999999999446,0.0,-1.5219916631758044,0.0,-1.5219916631758044,0.12588049938699808,-0.6373809199322185,0.649692494353722,3942.8605055883127,3135.51881245209,1.596882326822425,0.5015841056805166,0.8697472749488478,0.7732735501197503,3,0.16637258201253646,0.08389913157282028,0.05119629894526722,0.051215709785734476,0.03751342228774055,6.621246211427536,11.409865165999962,1.0,0.9962546816479401,1.0,1.0,1.0,1.0,1.0,1.0,3,213,0,4.06228782875424,1.01557195718856,424,3,1.1209385685789626,1.1209385685789626,533,0,0.9072265838993698,0.9072265838993698,success,corridor,ekf,flight_like
63,1.0156904501029296,0.9890344688867599,1.156702360749825,0.9595898990055131,14.761467955025914,30.95753628379202,-3.014625895926527,-57.377046746283845,1.0220627072545614,True,43.599999999999426,0.0,0.6641563496694421,0.0,0.6641563496694421,-0.11738070812583208,-0.7993798150495671,0.8079519288601283,3983.8954262914413,2939.345855915879,1.2257603918921487,1.012246073329089,1.3985145853547287,0.7136083724837944,1,0.13596218821091813,0.06626093485984273,0.05103702526005092,0.044020614131645035,0.03328673611190104,4.361030089957485,9.089814149798503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,218,0,3.721508410246078,0.9303771025615195,437,0,1.0491392682634169,1.0491392682634169,544,1,1.0274392583778273,1.0274392583778273,success,corridor,ekf,flight_like
64,1.0201170376274977,1.0248895283896395,0.8819763584208927,1.0705349955727188,13.562129987023784,12.805741973889258,-3.301237820026059,-51.99885833069232,1.2927921138336478,True,45.67999999999938,0.0,1.3096119808807436,0.0,1.3096119808807436,0.22612990146188067,-0.7468166727451575,0.780301143806228,4143.08305570656,3031.143643020918,3.2443099504776645,3.1902369350195743,3.479171238937135,0.6890525133326042,2,0.152362378100535,0.09940428861706042,0.05146469741375408,0.050457761188155766,0.032959475612619075,5.984836544563262,10.008354950080777,1.0,0.9965034965034965,1.0,1.0,1.0,1.0,1.0,1.0,2,227,1,3.972308387770236,0.993077096942559,457,0,1.0018034845716794,1.0018034845716794,570,1,0.8647743757765276,0.8647743757765276,success,corridor,ekf,flight_like
65,0.9835440027992022,0.9917519214186414,1.0674500729662135,1.0332720518574054,3.1435586011383805,34.037433035171276,-5.798245161373516,-59.47700192197094,1.3575182101800056,True,46.31999999999937,0.0,1.4325502719089693,0.0,1.4325502719089693,0.5568638559332121,-0.7214958398602113,0.9114019974634666,4207.671137749712,2734.592312180779,4.095447481667614,0.8883001399526855,1.4905373688910344,0.7005637072813713,3,0.12749605791415936,0.07750119252433094,0.06390152133717339,0.04586214569792999,0.03184635879221116,5.13288186972078,10.552650241817823,1.0,1.0,0.9896551724137931,1.0,1.0,1.0,1.0,1.0,3,231,0,4.047866870247477,1.0119667175618692,462,2,0.9673943978058058,0.9673943978058058,578,1,0.8794036935717564,0.8794036935717564,success,corridor,ekf,flight_like
66,1.0275065803255177,1.0159005204810045,0.9794924452473736,1.09358503260214,16.646118681279045,16.17837640780042,-1.2843398228084957,-57.430893796512244,0.6463809290022114,False,44.23999999999941,0.0,3.3563483294397343,0.0,3.3563483294397343,0.03179491404479554,-0.7637968128610774,0.7644582970285924,4062.940393212408,3048.3632501546235,0.6517961034978081,0.5575439199341329,0.8228753432484998,0.6993348097469038,2,0.12395612593833952,0.09205899203889714,0.042331138287257916,0.051059530334176664,0.034555689077040666,5.5449519198317,10.00523176971889,1.0,1.0,1.0,1.0,0.9981949458483754,1.0,1.0,1.0,2,221,0,3.9271784487241286,0.9817946121810321,442,1,0.9410194798148644,0.9410194798148644,552,1,0.8691029977903783,0.8691029977903783,pad_miss,corridor,ekf,flight_like
67,0.9832686768331265,0.9744638916513536,1.0043418215709763,0.9383325037660462,5.779471555994057,11.556397456017546,-1.7213644621427964,-55.77659555363299,1.4851238077724203,True,46.23999999999937,0.0,1.0499061036889983,0.0,1.0499061036889983,0.2038868606195432,-0.7191184570198228,0.7474631811399567,4154.739957982234,2666.5072835772407,1.5213083722195107,0.7018345062282566,1.464102552405213,0.6458577337595295,3,0.15822755243020448,0.07567370491834,0.0453827085406619,0.04542370212777959,0.032099937506522874,5.616107070966068,9.396483368799757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,231,0,3.704844380726905,0.9262110951817263,462,1,0.943792426456958,0.943792426456958,576,2,0.9469009837538762,0.9469009837538762,success,corridor,ekf,flight_like
68,1.0057440223357728,0.9464784166248242,1.1254731169844323,0.9880716639005567,3.2103422884875563,8.694961008882613,-1.0463613392906943,-60.43851211501536,0.8661428273725621,True,43.51999999999943,0.0,-0.5502895739311771,0.0,-0.5502895739311771,0.10305131698502137,-0.7590753360387968,0.7660384714325774,3954.9729014206205,2670.376014953148,0.908591870981351,0.5874773449480124,0.8857256319170936,0.6805511088033273,3,0.15246743898278448,0.07613593434916122,0.04556817018184001,0.04214711011454382,0.030911095113960292,5.680497236148233,9.640803319745576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,216,1,3.9079801260203397,0.9769950315050849,435,1,1.005706604453736,1.005706604453736,543,1,1.0347805398285017,1.0347805398285017,success,corridor,ekf,flight_like
